CODETEAM,COMMENT,DORSAL,MARKERTIME,MINUTE,NUMBEROFPLAY,PLAYER,PLAYER_ID,PLAYINFO,PLAYTYPE,POINTS_A,POINTS_B,TEAM,TYPE
          ,,,,1,7,,          ,Begin Period,BP,,,,0
PAN       ,,0,09:39,1,8,"SINGLETON, CHRIS",P006614   ,Two Pointer (1/1 -  2 pt),2FGM,,2.0,Panathinaikos Superfoods Athens,0
IST       ,,15,09:16,1,9,"STIMAC, VLADIMIR",PLBJ      ,Two Pointer (1/1 -  2 pt),2FGM,2.0,2.0,Anadolu Efes Istanbul,0
IST       ,,14,09:13,1,10,"ADAMS, JOSH",P007872   ,Assist (1),AS,,,Anadolu Efes Istanbul,0
PAN       ,,43,08:49,2,12,"ANTETOKOUNMPO, THANASIS",P007865   ,Missed Two Pointer (0/1 -  0 pt),2FGA,,,Panathinaikos Superfoods Athens,0
IST       ,,15,08:47,2,13,"STIMAC, VLADIMIR",PLBJ      ,Def Rebound (1),D,,,Anadolu Efes Istanbul,0
IST       ,,1,08:40,2,14,"LEDO, RICKY",P007969   ,Two Pointer (1/1 -  2 pt),2FGM,4.0,2.0,Anadolu Efes Istanbul,0
PAN       ,,14,08:14,2,15,"GIST, JAMES",P002980   ,Two Pointer (1/1 -  2 pt),2FGM,4.0,4.0,Panathinaikos Superfoods Athens,0
PAN       ,,0,08:12,2,16,"SINGLETON, CHRIS",P006614   ,Assist (1),AS,,,Panathinaikos Superfoods Athens,0
IST       ,,44,07:51,3,18,"SIMON, KRUNOSLAV",PCPR      ,Missed Three Pointer (0/1 -  0 pt),3FGA,,,Anadolu Efes Istanbul,0
PAN       ,,33,07:48,3,19,"CALATHES, NICK",P001932   ,Def Rebound (1),D,,,Panathinaikos Superfoods Athens,0
PAN       ,,24,07:41,3,20,"LOJESKI, MATT",P003608   ,Missed Three Pointer (0/1 -  0 pt),3FGA,,,Panathinaikos Superfoods Athens,0
IST       ,,42,07:38,3,21,"DUNSTON, BRYANT",P003048   ,Def Rebound (1),D,,,Anadolu Efes Istanbul,0
PAN       ,,33,07:24,3,22,"CALATHES, NICK",P001932   ,Foul (1),CM,,,Panathinaikos Superfoods Athens,0
IST       ,,14,07:24,3,23,"ADAMS, JOSH",P007872   ,Foul Drawn (1),RV,,,Anadolu Efes Istanbul,0
IST       ,,14,07:24,3,24,"ADAMS, JOSH",P007872   ,Free Throw In (1/1 -  1 pt),FTM,5.0,4.0,Anadolu Efes Istanbul,0
IST       ,,14,07:24,3,25,"ADAMS, JOSH",P007872   ,Free Throw In (2/2 -  2 pt),FTM,6.0,4.0,Anadolu Efes Istanbul,0
PAN       ,,33,07:00,3,26,"CALATHES, NICK",P001932   ,Three Pointer (1/1 -  3 pt),3FGM,6.0,7.0,Panathinaikos Superfoods Athens,0
PAN       ,,14,06:58,4,28,"GIST, JAMES",P002980   ,Assist (1),AS,,,Panathinaikos Superfoods Athens,0
IST       ,,44,06:33,4,29,"SIMON, KRUNOSLAV",PCPR      ,Missed Three Pointer (0/2 -  0 pt),3FGA,,,Anadolu Efes Istanbul,0
PAN       ,,33,06:31,4,30,"CALATHES, NICK",P001932   ,Def Rebound (2),D,,,Panathinaikos Superfoods Athens,0
PAN       ,,0,06:27,4,31,"SINGLETON, CHRIS",P006614   ,Missed Two Pointer (1/2 -  2 pt),2FGA,,,Panathinaikos Superfoods Athens,0
IST       ,,42,06:25,4,32,"DUNSTON, BRYANT",P003048   ,Def Rebound (2),D,,,Anadolu Efes Istanbul,0
IST       ,,1,06:20,4,33,"LEDO, RICKY",P007969   ,Missed Three Pointer (0/1 -  2 pt),3FGA,,,Anadolu Efes Istanbul,0
PAN       ,,33,06:18,4,34,"CALATHES, NICK",P001932   ,Def Rebound (3),D,,,Panathinaikos Superfoods Athens,0
PAN       ,,43,06:14,4,35,"ANTETOKOUNMPO, THANASIS",P007865   ,Two Pointer (1/2 -  2 pt),2FGM,6.0,9.0,Panathinaikos Superfoods Athens,0
PAN       ,,33,06:12,4,36,"CALATHES, NICK",P001932   ,Assist (1),AS,,,Panathinaikos Superfoods Athens,0
IST       ,,42,06:00,4,37,"DUNSTON, BRYANT",P003048   ,Missed Three Pointer (0/1 -  0 pt),3FGA,,,Anadolu Efes Istanbul,0
PAN       ,,43,05:57,5,39,"ANTETOKOUNMPO, THANASIS",P007865   ,Def Rebound (1),D,,,Panathinaikos Superfoods Athens,0
PAN       ,,33,05:45,5,40,"CALATHES, NICK",P001932   ,Missed Two Pointer (0/1 -  3 pt),2FGA,,,Panathinaikos Superfoods Athens,0
IST       ,,15,05:43,5,41,"STIMAC, VLADIMIR",PLBJ      ,Def Rebound (2),D,,,Anadolu Efes Istanbul,0
IST       ,,42,05:33,5,42,"DUNSTON, BRYANT",P003048   ,Two Pointer (1/1 -  2 pt),2FGM,8.0,9.0,Anadolu Efes Istanbul,0
IST       ,,15,05:31,5,43,"STIMAC, VLADIMIR",PLBJ      ,Assist (1),AS,,,Anadolu Efes Istanbul,0
PAN       ,,24,05:22,5,44,"LOJESKI, MATT",P003608   ,Two Pointer (1/1 -  2 pt),2FGM,8.0,11.0,Panathinaikos Superfoods Athens,0
PAN       ,,33,05:20,5,45,"CALATHES, NICK",P001932   ,Assist (2),AS,,,Panathinaikos Superfoods Athens,0
