CODETEAM,COMMENT,DORSAL,MARKERTIME,MINUTE,NUMBEROFPLAY,PLAYER,PLAYER_ID,PLAYINFO,PLAYTYPE,POINTS_A,POINTS_B,TEAM,TYPE
          ,,,,1,9,,          ,Begin Period,BP,,,,0
MIL       ,,25,09:38,1,10,"THEODORE, JORDAN",P007946   ,Two Pointer (1/1 -  2 pt),2FGM,,2.0,AX Armani Exchange Olimpia Milan,0
PAN       ,,24,09:16,1,11,"LOJESKI, MATT",P003608   ,Two Pointer (1/1 -  2 pt),2FGM,2.0,2.0,Panathinaikos Superfoods Athens,0
PAN       ,,33,09:14,1,12,"CALATHES, NICK",P001932   ,Assist (1),AS,,,Panathinaikos Superfoods Athens,0
MIL       ,,5,08:55,2,14,"MICOV, VLADIMIR",P000529   ,Missed Two Pointer (0/1 -  0 pt),2FGA,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,43,08:53,2,15,"ANTETOKOUNMPO, THANASIS",P007865   ,Def Rebound (1),D,,,Panathinaikos Superfoods Athens,0
PAN       ,,14,08:46,2,16,"GIST, JAMES",P002980   ,Two Pointer (1/1 -  2 pt),2FGM,4.0,2.0,Panathinaikos Superfoods Athens,0
PAN       ,,33,08:44,2,17,"CALATHES, NICK",P001932   ,Assist (2),AS,,,Panathinaikos Superfoods Athens,0
MIL       ,,9,08:19,2,18,"KALNIETIS, MANTAS",PJBX      ,Turnover (1),TO,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,33,07:58,3,20,"CALATHES, NICK",P001932   ,Missed Two Pointer (0/1 -  0 pt),2FGA,,,Panathinaikos Superfoods Athens,0
MIL       ,,15,07:56,3,21,"TARCZEWSKI, KALEB",P008004   ,Def Rebound (1),D,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,25,07:50,3,22,"THEODORE, JORDAN",P007946   ,Turnover (1),TO,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,33,07:49,3,23,"CALATHES, NICK",P001932   ,Steal (1),ST,,,Panathinaikos Superfoods Athens,0
MIL       ,,15,07:48,3,24,"TARCZEWSKI, KALEB",P008004   ,Foul (1),CM,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,43,07:48,3,25,"ANTETOKOUNMPO, THANASIS",P007865   ,Foul Drawn (1),RV,,,Panathinaikos Superfoods Athens,0
PAN       ,,43,07:48,3,26,"ANTETOKOUNMPO, THANASIS",P007865   ,Missed Free Throw (0/1 -  0 pt),FTA,,,Panathinaikos Superfoods Athens,0
PAN       ,,43,07:48,3,27,"ANTETOKOUNMPO, THANASIS",P007865   ,Free Throw In (1/2 -  1 pt),FTM,5.0,2.0,Panathinaikos Superfoods Athens,0
PAN       ,,33,07:48,3,28,"CALATHES, NICK",P001932   ,Assist (3),AS,,,Panathinaikos Superfoods Athens,0
PAN       ,,43,07:35,3,29,"ANTETOKOUNMPO, THANASIS",P007865   ,Foul (1),CM,,,Panathinaikos Superfoods Athens,0
MIL       ,,15,07:35,3,30,"TARCZEWSKI, KALEB",P008004   ,Foul Drawn (1),RV,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,9,07:35,3,31,"KALNIETIS, MANTAS",PJBX      ,Turnover (2),TO,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,43,07:35,3,32,"ANTETOKOUNMPO, THANASIS",P007865   ,Steal (1),ST,,,Panathinaikos Superfoods Athens,0
PAN       ,,24,07:24,3,33,"LOJESKI, MATT",P003608   ,Three Pointer (1/1 -  5 pt),3FGM,8.0,2.0,Panathinaikos Superfoods Athens,0
PAN       ,,43,07:22,3,34,"ANTETOKOUNMPO, THANASIS",P007865   ,Assist (1),AS,,,Panathinaikos Superfoods Athens,0
MIL       ,,15,07:08,3,35,"TARCZEWSKI, KALEB",P008004   ,Two Pointer (1/1 -  2 pt),2FGM,8.0,4.0,AX Armani Exchange Olimpia Milan,0
MIL       ,,5,07:07,3,36,"MICOV, VLADIMIR",P000529   ,Assist (1),AS,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,24,06:51,4,38,"LOJESKI, MATT",P003608   ,Missed Three Pointer (1/2 -  5 pt),3FGA,,,Panathinaikos Superfoods Athens,0
MIL       ,,15,06:49,4,39,"TARCZEWSKI, KALEB",P008004   ,Def Rebound (2),D,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,5,06:35,4,40,"MICOV, VLADIMIR",P000529   ,Two Pointer (1/2 -  2 pt),2FGM,8.0,6.0,AX Armani Exchange Olimpia Milan,0
PAN       ,,14,06:35,4,41,"GIST, JAMES",P002980   ,Foul (1),CM,,,Panathinaikos Superfoods Athens,0
MIL       ,,5,06:35,4,42,"MICOV, VLADIMIR",P000529   ,Foul Drawn (1),RV,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,5,06:35,4,43,"MICOV, VLADIMIR",P000529   ,Free Throw In (1/1 -  3 pt),FTM,8.0,7.0,AX Armani Exchange Olimpia Milan,0
PAN       ,,0,06:15,4,44,"SINGLETON, CHRIS",P006614   ,Missed Three Pointer (0/1 -  0 pt),3FGA,,,Panathinaikos Superfoods Athens,0
MIL       ,,,06:14,4,45,,          ,Def Rebound (1),D,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,25,05:58,5,47,"THEODORE, JORDAN",P007946   ,Missed Two Pointer (1/2 -  2 pt),2FGA,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,,05:58,5,48,,          ,Off Rebound (1),O,,,AX Armani Exchange Olimpia Milan,0
MIL       ,,5,05:54,5,49,"MICOV, VLADIMIR",P000529   ,Missed Three Pointer (0/1 -  3 pt),3FGA,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,43,05:52,5,50,"ANTETOKOUNMPO, THANASIS",P007865   ,Def Rebound (2),D,,,Panathinaikos Superfoods Athens,0
MIL       ,,9,05:45,5,51,"KALNIETIS, MANTAS",PJBX      ,Foul (1),CM,,,AX Armani Exchange Olimpia Milan,0
PAN       ,,43,05:45,5,52,"ANTETOKOUNMPO, THANASIS",P007865   ,Foul Drawn (2),RV,,,Panathinaikos Superfoods Athens,0
