CODETEAM,COMMENT,DORSAL,MARKERTIME,MINUTE,NUMBEROFPLAY,PLAYER,PLAYER_ID,PLAYINFO,PLAYTYPE,POINTS_A,POINTS_B,TEAM,TYPE,home_team,home_team_code,away_team,away_team_code
          ,,,,1,2,,          ,Begin Period,BP,,,,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,51,09:40,1,3,"BJELICA, MILKO",PCHX      ,Two Pointer (1/1 -  2 pt),2FGM,2.0,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,22,09:40,1,4,"ROCHESTIE, TAYLOR",P002972   ,Assist (1),AS,,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
BAS       ,,6,09:16,1,5,"TIMMA, JANIS",P005718   ,Missed Three Pointer (0/1 -  0 pt),3FGA,,,Baskonia Vitoria Gasteiz,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,22,09:15,1,6,"ROCHESTIE, TAYLOR",P002972   ,Def Rebound (1),D,,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,26,09:08,1,7,"LESSORT, MATHIAS",P003842   ,Two Pointer (1/1 -  2 pt),2FGM,4.0,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,10,09:08,1,8,"LAZIC, BRANKO",PLUO      ,Assist (1),AS,,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
RED       ,,10,09:00,1,9,"LAZIC, BRANKO",PLUO      ,Foul (1),CM,,,Crvena Zvezda mts Belgrade,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
BAS       ,,15,09:00,1,10,"GRANGER, JAYSON",P003024   ,Foul Drawn (1),RV,,,Baskonia Vitoria Gasteiz,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
BAS       ,,6,08:52,2,12,"TIMMA, JANIS",P005718   ,Three Pointer (1/2 -  3 pt),3FGM,4.0,3.0,Baskonia Vitoria Gasteiz,0,Crvena Zvezda mts Belgrade,RED,Baskonia Vitoria Gasteiz,BAS
